,id,PartType,CardText_CardPriority,CardText_Text,CardText_Color,Manufacturer,DispName,CostMod,RarityMod,Priority,TechMod,AttrMod_Damage_Scale,LinkedPrefix,AttrMod_Recoil_PreAdd,AttrMod_FireRate_PreAdd,AttrMod_ClipSize_Scale,CardMod_Damage,CardMod_Recoil,CardMod_FireRate,CardMod_ClipSize,AttrMod_WeaponLevel_PreAdd,AttrMod_AccRegen_Scale,AttrMod_AccMax_Scale,AttrMod_AccMin_Scale,AttrMod_Recoil_Scale,AttrMod_Spread_Scale,TitleText,AttrMod_ReloadSpeed_Scale,CardMod_Spread,AttrMod_FireRate_Scale,AttrMod_Knockback_Scale,AttrMod_ReloadSpeed_PreAdd,CardMod_ReloadSpeed,AttrMod_ProjectileCount_PreAdd,CardMod_ProjectileCount,AttrMod_CritBonus_Scale,CardMod_CritBonus,TitleAddend,AttrMod_ClipSize_PreAdd,AttrMod_MeleeDamage_Scale,LinkedTitle,Tech1_TechLevel,Tech1_LinkedPrefix,Tech1_TechType,Tech1_ProcChance,Tech1_TechCost,Tech1_Bullet,Tech2_TechLevel,Tech2_LinkedPrefix,Tech2_TechType,Tech2_ProcChance,Tech2_TechCost,Tech2_Bullet,Tech3_TechLevel,Tech3_LinkedPrefix,Tech3_TechType,Tech3_ProcChance,Tech3_TechCost,Tech3_Bullet,Tech4_TechLevel,Tech4_LinkedPrefix,Tech4_TechType,Tech4_ProcChance,Tech4_TechCost,Tech4_Bullet,AttrMod_BurstCount_PreAdd,AttrMod_ProjectileCount_Scale,CardMod_BurstCount,AttrMod_MeleeDamage_PreAdd,CardMod_MeleeDamage,AttrMod_ProjectileCount_PostAdd,AttrMod_CritBonus_PreAdd,AttrMod_AmmoRegen_PostAdd,CardMod_AmmoRegen,AttrMod_ZoomEndFOV_Scale,CardMod_ZoomEndFOV,AttrMod_AccMin_PreAdd,AttrMod_DamageNormalized_Scale,AttrMod_HealthRegen_PostAdd,AttrMod_ShotCost_PreAdd,AttrMod_HealthRegen_PreAdd,CardMod_HealthRegen,AttrMod_ProjectileSpeed_Scale,CardMod_ProjectileSpeed,HelpText,AttrMod_BurstCount_Scale,AttrMod_Spread_PreAdd,AttrMod_AccRegen_PreAdd,AttrMod_AccMax_PostAdd,AttrMod_Knockback_PreAdd,AttrMod_AmmoRegen_Scale,AttrMod_ShotCost_Scale,DamageType,AttrMod_Radius_PreAdd,Spawn,AttrMod_CoolRate_Scale,AttrMod_CoolDelay_Scale
gd_weap_revolver_pistol.acc.acc5_Incendiary,a025,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p031,Incendiary,100,0,y023,9,p032,Incendiary,40,20,y024,12,p033,Incendiary,20,20,y025,15,p034,Incendiary,15,20,y026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.acc.acc5_Explosive,a026,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6,p027,Explosive,100,0,y015,9,p028,Explosive,40,20,y016,12,p029,Explosive,20,20,y017,15,p030,Explosive,15,20,y018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.acc.acc_none,a027,Accessory,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel1,b010,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel2,b011,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,0.15,,,,,,,,,,,-0.2,0.2,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel3,b012,Barrel,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,1,0.1,,,,,,,,,,,-0.3,-0.3,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel4,b013,Barrel,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.3,,,,,,,,,,,-0.1,-0.4,0.35,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel4_Dahl_Anaconda,b014,Barrel,,,,Dahl,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,2,0.6,,,,,,,,,,,-0.4,-0.8,0.3,-0.8,,,,,,,,,,,,,,,t029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel5,b015,Barrel,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,0.15,,,,,,,,,,,-0.4,-1.5,-0.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Barrel.barrel5_Jakobs_Unforgiven,b016,Barrel,,,,Jakobs,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,,0.5,,,,,,,,,,-0.7,-0.4,-2.0,0.5,-1.3,,,,0.35,,,,,,,3,1,,,t030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body1,f007,Body,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.08,,,,,,,,,,,,,,,RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body2,f008,Body,,,,,,WeaponPartCost1_Common,WeaponPartRarity2_Uncommon,,,0.1,,,,,,,,,,,,,0.3,,DL,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body3,f009,Body,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,3,-0.15,,,,,,,,,,,,,-0.3,,MAL,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body3_tediore_Equalizer,f010,Body,,,,Tediore,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,4,0.25,,,,,,,,,,,,,-0.3,,EQ,,,-0.3,,,,,,,,,,,t032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body4,f011,Body,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.2,,,,,,,,,,,,,0.5,,KLR,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Body.body5,f012,Body,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,1,0.2,,,,,,,,,,,,,-0.2,,AX,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight1,z007,Sight,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight2,z008,Sight,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,2,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight3,z009,Sight,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,3,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight4,z010,Sight,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,4,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight5,z011,Sight,,,,,,WeaponPartCost5_VeryRare,WeaponPartRarity5_VeryRare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,5,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Sight.sight_none,z012,Sight,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Stock.stock1,s005,Stock,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Stock.stock2,s006,Stock,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,0.2,-0.1,-0.1,-0.4,,,0.3,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Stock.stock3,s007,Stock,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,0.4,-0.2,-0.2,-0.3,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Stock.stock_none,s008,Stock,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,1.0,-0.2,0.5,0.4,,,-0.3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip1,g011,Grip,,,,Tediore,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip2,g012,Grip,,,,Dahl,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip3,g013,Grip,,,,Maliwan,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip3_Gearbox,g014,Grip,,,,Gearbox,,WeaponPartCost0_Cheap,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip4,g015,Grip,,,,Jakobs,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.Grip.grip5,g016,Grip,,,,Atlas,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.mag.mag1,m008,Magazine,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,-0.18,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.mag.mag2,m009,Magazine,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.mag.mag3,m010,Magazine,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,3,,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.mag.mag4,m011,Magazine,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,-0.10,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.mag.mag5,m012,Magazine,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,2,1.02,,,,,,,,,,,,,,,X,-0.50,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.UniqueParts.MadJack_acc5_Explosive,u009,Accessory,,,,Maliwan,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,p027,Explosive,100,0,y016,9,p028,Explosive,30,20,y017,12,p029,Explosive,20,20,y017,15,p030,Explosive,15,20,y018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.UniqueParts.MadJack_barrel3,u010,Barrel,,,,Maliwan,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,1,0.6,p018,,,,,,,,,,-0.3,-0.3,,-0.5,,,,-2.0,,,,,,,,,,,t033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.UniqueParts.MadJack_Material,u011,Material,,,,Maliwan,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,4,,,,,,,,,,1,,,,,-0.11,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.UniqueParts.Patton_grip5,u012,Grip,,,,Atlas,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,0.35,p018,,,,,,,,,,,,,,,,,,,,,,,,,,,,t034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_revolver_pistol.UniqueParts.Patton_Material,u013,Material,,,,Atlas,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Acc1_Fanged,p070,Prefix,,,,,Fanged,WeaponPartCost1_Common,WeaponPartRarity1_Common,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Acc2_Stabilized,p071,Prefix,,,,,Stabilized,WeaponPartCost1_Common,WeaponPartRarity1_Common,2.1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Nasty,p072,Prefix,,,,,Nasty,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.2,3,0.12,,,,,2,,,2,,,,,,,,,,,0.6,-0.1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Noble,p073,Prefix,,,,,Noble,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.1,3,0.12,,,,,2,,,2,,,,-0.25,,,,,,,,-0.1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Quality1_Bad,p074,Prefix,,,,,Bad,WeaponPartCost2_Uncommon,WeaponPartRarity1_Common,1.1,1,0.06,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Quality2_Cruel,p075,Prefix,,,,,Cruel,WeaponPartCost2_Uncommon,WeaponPartRarity1_Common,1.3,1,0.09,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Prefix.Prefix_Quality3_Wicked,p076,Prefix,,,,,Wicked,WeaponPartCost2_Uncommon,WeaponPartRarity1_Common,1.6,1,0.12,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title__Repeater,t035,Title,,,,,Repeater,WeaponPartCost1_Common,WeaponPartRarity1_Common,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title_Acc2_Lacerator,t036,Title,,,,,Lacerator,WeaponPartCost1_Common,WeaponPartRarity1_Common,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title_Accuracy1_Swatter,t037,Title,,,,,Swatter,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title_DamageLow1_Peashooter,t038,Title,,,,,Peashooter,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,1.70,,,,,,0.40,,,,2,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title_Firerate1_Needler,t039,Title,,,,,Needler,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.10,,,,,,,,,2,,,,,,-0.20,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.Title_Quality1_Raptor,t040,Title,,,,,Raptor,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.90,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Atlas1_Troll,t041,Title,10,Pain Heals.,DC4646,,Troll,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Dahl1_Hornet,t042,Title,10,Feel the Sting,DC4646,,Hornet,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Hyperion1_Invader,t043,Title,10,12 bullets invade your skull,DC4646,,Invader,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Maliwan1_Firehawk,t044,Title,10,Bring the HEAT!,DC4646,,Firehawk,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_SandSl1_Gemini,t045,Title,10,Double Whammy.,DC4646,,Gemini,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Tediore1_Protector,t046,Title,10,Ammo is no longer an issue.,DC4646,,Protector,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Torgue1_Violator,t047,Title,10,"Your move, Creep.",DC4646,,Violator,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleM_Vladof1_Rebel,t048,Title,10,Never stop shooting!,DC4646,,Rebel,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleU_Krom_KromsSidearm,t049,Title,5,a gift from Papa Krom,DC4646,,Krom's Sidearm,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleU_LadyFinger,t050,Title,5,Omnia vincit amor,DC4646,,Lady Finger,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.Title.TitleU_Retail_TheDove,t051,Title,5,"Sometimes, I forget to reload.",DC4646,,The Dove,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc_none,a042,Accessory,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc1_Fanged,a029,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,p070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc1_Lacerator,a030,Accessory,,,,,,WeaponPartCost5_VeryRare,WeaponPartRarity5_VeryRare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t036,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc2_Atlas_Troll,a031,Accessory,,,,Atlas,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,1,,,-1,,,,,,,,,,,,,1000,,,t041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc2_Stabilizer,a032,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,p071,,,,,,,,,1,,,-1,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc3_LaserSight,a033,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,0.1,,-1.2,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc4_DoubleShot,a034,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,-0.18,p003,,,0.2,,,,,,,,,,0.75,,,,,,,,1,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
gd_weap_repeater_pistol.acc.acc4_SandS_Gemini,a035,Accessory,,,,SandS Munitions,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,,,,,,0.6,,,,,,,,,,,,,,,,,,1,,,,55,,,t045,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
